Province,City,Year,Quarter,1_Bedroom_Rent,2_Bedroom_Rent
,"Lethbridge, Census metropolitan area (CMA)",2022,3,990.0,1210.0
,"Lethbridge, Census metropolitan area (CMA)",2022,4,1070.0,1230.0
,"Lethbridge, Census metropolitan area (CMA)",2023,1,1080.0,1250.0
,"Lethbridge, Census metropolitan area (CMA)",2023,2,1070.0,1260.0
,"Lethbridge, Census metropolitan area (CMA)",2023,3,1120.0,1300.0
,"Lethbridge, Census metropolitan area (CMA)",2023,4,1120.0,1320.0
,"Lethbridge, Census metropolitan area (CMA)",2024,1,1140.0,1360.0
,"Lethbridge, Census metropolitan area (CMA)",2024,2,1170.0,1410.0
,"Lethbridge, Census metropolitan area (CMA)",2024,3,1280.0,1470.0
,"Lethbridge, Census metropolitan area (CMA)",2024,4,1240.0,1490.0
,"Lethbridge, Census metropolitan area (CMA)",2025,1,1260.0,1530.0
,"London, Census metropolitan area (CMA)",2020,1,1160.0,1470.0
,"London, Census metropolitan area (CMA)",2020,2,1170.0,1490.0
,"London, Census metropolitan area (CMA)",2020,3,1180.0,1500.0
,"London, Census metropolitan area (CMA)",2020,4,1200.0,1490.0
,"London, Census metropolitan area (CMA)",2021,1,1220.0,1520.0
,"London, Census metropolitan area (CMA)",2021,2,1240.0,1550.0
,"London, Census metropolitan area (CMA)",2021,3,1260.0,1560.0
,"London, Census metropolitan area (CMA)",2021,4,1300.0,1590.0
,"London, Census metropolitan area (CMA)",2022,1,1360.0,1690.0
,"London, Census metropolitan area (CMA)",2022,2,1400.0,1740.0
,"London, Census metropolitan area (CMA)",2022,3,1470.0,1860.0
,"London, Census metropolitan area (CMA)",2022,4,1490.0,1850.0
,"London, Census metropolitan area (CMA)",2023,1,1570.0,1880.0
,"London, Census metropolitan area (CMA)",2023,2,1560.0,1910.0
,"London, Census metropolitan area (CMA)",2023,3,1570.0,1940.0
,"London, Census metropolitan area (CMA)",2023,4,1620.0,1980.0
,"London, Census metropolitan area (CMA)",2024,1,1640.0,2010.0
,"London, Census metropolitan area (CMA)",2024,2,1650.0,2020.0
,"London, Census metropolitan area (CMA)",2024,3,1640.0,2030.0
,"London, Census metropolitan area (CMA)",2024,4,1640.0,2010.0
,"London, Census metropolitan area (CMA)",2025,1,1640.0,2020.0
,"Moncton, Census metropolitan area (CMA)",2020,1,810.0,950.0
,"Moncton, Census metropolitan area (CMA)",2020,2,840.0,980.0
,"Moncton, Census metropolitan area (CMA)",2020,3,840.0,990.0
,"Moncton, Census metropolitan area (CMA)",2020,4,840.0,1030.0
,"Moncton, Census metropolitan area (CMA)",2021,1,890.0,1080.0
,"Moncton, Census metropolitan area (CMA)",2021,2,940.0,1110.0
,"Moncton, Census metropolitan area (CMA)",2021,3,960.0,1140.0
,"Moncton, Census metropolitan area (CMA)",2021,4,1020.0,1230.0
,"Moncton, Census metropolitan area (CMA)",2022,1,1000.0,1210.0
,"Moncton, Census metropolitan area (CMA)",2022,2,1030.0,1240.0
,"Moncton, Census metropolitan area (CMA)",2022,3,1080.0,1290.0
,"Moncton, Census metropolitan area (CMA)",2022,4,1100.0,1290.0
,"Moncton, Census metropolitan area (CMA)",2023,1,1150.0,1370.0
,"Moncton, Census metropolitan area (CMA)",2023,2,1140.0,1380.0
,"Moncton, Census metropolitan area (CMA)",2023,3,1140.0,1420.0
,"Moncton, Census metropolitan area (CMA)",2023,4,1220.0,1450.0
,"Moncton, Census metropolitan area (CMA)",2024,1,1210.0,1470.0
,"Moncton, Census metropolitan area (CMA)",2024,2,1220.0,1510.0
,"Moncton, Census metropolitan area (CMA)",2024,3,1290.0,1550.0
,"Moncton, Census metropolitan area (CMA)",2024,4,1310.0,1520.0
,"Moncton, Census metropolitan area (CMA)",2025,1,1320.0,1520.0
,"Montréal, Census metropolitan area (CMA)",2020,1,1110.0,1330.0
,"Montréal, Census metropolitan area (CMA)",2020,2,1130.0,1350.0
,"Montréal, Census metropolitan area (CMA)",2020,3,1170.0,1420.0
,"Montréal, Census metropolitan area (CMA)",2020,4,1140.0,1390.0
,"Montréal, Census metropolitan area (CMA)",2021,1,1140.0,1400.0
,"Montréal, Census metropolitan area (CMA)",2021,2,1140.0,1420.0
,"Montréal, Census metropolitan area (CMA)",2021,3,1170.0,1460.0
,"Montréal, Census metropolitan area (CMA)",2021,4,1210.0,1530.0
,"Montréal, Census metropolitan area (CMA)",2022,1,1220.0,1530.0
,"Montréal, Census metropolitan area (CMA)",2022,2,1240.0,1550.0
,"Montréal, Census metropolitan area (CMA)",2022,3,1330.0,1690.0
,"Montréal, Census metropolitan area (CMA)",2022,4,1370.0,1750.0
,"Montréal, Census metropolitan area (CMA)",2023,1,1410.0,1770.0
,"Montréal, Census metropolitan area (CMA)",2023,2,1400.0,1780.0
,"Montréal, Census metropolitan area (CMA)",2023,3,1480.0,1880.0
,"Montréal, Census metropolitan area (CMA)",2023,4,1520.0,1920.0
,"Montréal, Census metropolitan area (CMA)",2024,1,1540.0,1940.0
,"Montréal, Census metropolitan area (CMA)",2024,2,1540.0,1890.0
,"Montréal, Census metropolitan area (CMA)",2024,3,1570.0,1950.0
,"Montréal, Census metropolitan area (CMA)",2024,4,1550.0,1930.0
,"Montréal, Census metropolitan area (CMA)",2025,1,1540.0,1930.0
,"Nanaimo, Census metropolitan area (CMA)",2020,1,1150.0,1410.0
,"Nanaimo, Census metropolitan area (CMA)",2020,2,1140.0,1430.0
,"Nanaimo, Census metropolitan area (CMA)",2020,3,1150.0,1560.0
,"Nanaimo, Census metropolitan area (CMA)",2020,4,1190.0,1440.0
,"Nanaimo, Census metropolitan area (CMA)",2021,1,1250.0,1620.0
,"Nanaimo, Census metropolitan area (CMA)",2021,2,1310.0,1740.0
,"Nanaimo, Census metropolitan area (CMA)",2021,3,1340.0,1730.0
,"Nanaimo, Census metropolitan area (CMA)",2021,4,1410.0,1720.0
,"Nanaimo, Census metropolitan area (CMA)",2022,1,1400.0,1730.0
,"Nanaimo, Census metropolitan area (CMA)",2022,2,1530.0,1900.0
,"Nanaimo, Census metropolitan area (CMA)",2022,3,1600.0,1990.0
,"Nanaimo, Census metropolitan area (CMA)",2022,4,1530.0,1920.0
,"Nanaimo, Census metropolitan area (CMA)",2023,1,1610.0,1920.0
,"Nanaimo, Census metropolitan area (CMA)",2023,2,1590.0,1860.0
,"Nanaimo, Census metropolitan area (CMA)",2023,3,1670.0,2030.0
,"Nanaimo, Census metropolitan area (CMA)",2023,4,1710.0,2000.0
,"Nanaimo, Census metropolitan area (CMA)",2024,1,1690.0,2030.0
,"Nanaimo, Census metropolitan area (CMA)",2024,2,1680.0,2030.0
,"Nanaimo, Census metropolitan area (CMA)",2024,3,1680.0,1970.0
,"Nanaimo, Census metropolitan area (CMA)",2024,4,1650.0,1960.0
,"Nanaimo, Census metropolitan area (CMA)",2025,1,1670.0,2020.0
,"Oshawa, Census metropolitan area (CMA)",2020,1,1320.0,1530.0
,"Oshawa, Census metropolitan area (CMA)",2020,2,1330.0,1530.0
,"Oshawa, Census metropolitan area (CMA)",2020,3,1320.0,1550.0
,"Oshawa, Census metropolitan area (CMA)",2020,4,1340.0,1540.0
,"Oshawa, Census metropolitan area (CMA)",2021,1,1340.0,1620.0
,"Oshawa, Census metropolitan area (CMA)",2021,2,1420.0,1680.0
,"Oshawa, Census metropolitan area (CMA)",2021,3,1420.0,1690.0
,"Oshawa, Census metropolitan area (CMA)",2021,4,1460.0,1760.0
,"Oshawa, Census metropolitan area (CMA)",2022,1,1520.0,1810.0
,"Oshawa, Census metropolitan area (CMA)",2022,2,1540.0,1830.0
,"Oshawa, Census metropolitan area (CMA)",2022,3,1610.0,1930.0
,"Oshawa, Census metropolitan area (CMA)",2022,4,1630.0,1910.0
,"Oshawa, Census metropolitan area (CMA)",2023,1,1710.0,1960.0
,"Oshawa, Census metropolitan area (CMA)",2023,2,1750.0,1990.0
,"Oshawa, Census metropolitan area (CMA)",2023,3,1760.0,2040.0
,"Oshawa, Census metropolitan area (CMA)",2023,4,1770.0,2090.0
,"Oshawa, Census metropolitan area (CMA)",2024,1,1740.0,2090.0
,"Oshawa, Census metropolitan area (CMA)",2024,2,1770.0,2090.0
,"Oshawa, Census metropolitan area (CMA)",2024,3,1800.0,2090.0
,"Oshawa, Census metropolitan area (CMA)",2024,4,1750.0,2090.0
,"Oshawa, Census metropolitan area (CMA)",2025,1,1720.0,2070.0
,"Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)",2020,1,1560.0,1850.0
,"Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)",2020,2,1550.0,1840.0
,"Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)",2020,3,1530.0,1830.0
,"Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)",2020,4,1500.0,1780.0
,"Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)",2021,1,1510.0,1770.0
,"Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)",2021,2,1550.0,1860.0
,"Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)",2021,3,1560.0,1900.0
,"Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)",2021,4,1570.0,1900.0
,"Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)",2022,1,1610.0,1950.0
,"Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)",2022,2,1640.0,2010.0
,"Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)",2022,3,1740.0,2080.0
,"Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)",2022,4,1760.0,2110.0
,"Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)",2023,1,1770.0,2110.0
,"Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)",2023,2,1810.0,2200.0
,"Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)",2023,3,1800.0,2200.0
,"Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)",2023,4,1870.0,2260.0
,"Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)",2024,1,1890.0,2290.0
,"Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)",2024,2,1960.0,2400.0
,"Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)",2024,3,1960.0,2440.0
,"Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)",2024,4,1970.0,2470.0
,"Ottawa - Gatineau (Ontario part), Census metropolitan area (CMA)",2025,1,2010.0,2490.0
,"Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)",2020,1,970.0,1120.0
,"Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)",2020,2,990.0,1140.0
,"Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)",2020,3,1050.0,1180.0
,"Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)",2020,4,1010.0,1220.0
,"Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)",2021,1,1020.0,1230.0
,"Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)",2021,2,1060.0,1240.0
,"Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)",2021,3,1170.0,1290.0
,"Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)",2021,4,1210.0,1360.0
,"Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)",2022,1,1220.0,1410.0
,"Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)",2022,2,1200.0,1430.0
,"Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)",2022,3,1360.0,1520.0
,"Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)",2022,4,1370.0,1540.0
,"Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)",2023,1,1390.0,1610.0
,"Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)",2023,2,1370.0,1590.0
,"Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)",2023,3,1430.0,1620.0
,"Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)",2023,4,1490.0,1670.0
,"Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)",2024,1,1530.0,1750.0
,"Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)",2024,2,1510.0,1760.0
,"Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)",2024,3,1520.0,1750.0
,"Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)",2024,4,1580.0,1770.0
,"Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)",2025,1,1520.0,1680.0
,"Peterborough, Census metropolitan area (CMA)",2020,1,1150.0,1420.0
,"Peterborough, Census metropolitan area (CMA)",2020,2,1180.0,1440.0
,"Peterborough, Census metropolitan area (CMA)",2020,3,1180.0,1440.0
,"Peterborough, Census metropolitan area (CMA)",2020,4,1180.0,1490.0
,"Peterborough, Census metropolitan area (CMA)",2021,1,1300.0,1570.0
,"Peterborough, Census metropolitan area (CMA)",2021,2,1310.0,1580.0
,"Peterborough, Census metropolitan area (CMA)",2021,3,1330.0,1680.0
,"Peterborough, Census metropolitan area (CMA)",2021,4,1340.0,1640.0
,"Peterborough, Census metropolitan area (CMA)",2022,1,1350.0,1710.0
,"Peterborough, Census metropolitan area (CMA)",2022,2,1460.0,1770.0
,"Peterborough, Census metropolitan area (CMA)",2022,3,1510.0,1880.0
,"Peterborough, Census metropolitan area (CMA)",2022,4,1510.0,1870.0
,"Peterborough, Census metropolitan area (CMA)",2023,1,1540.0,1880.0
,"Peterborough, Census metropolitan area (CMA)",2023,2,1570.0,1920.0
,"Peterborough, Census metropolitan area (CMA)",2023,3,1550.0,1910.0
,"Peterborough, Census metropolitan area (CMA)",2023,4,1590.0,1920.0
,"Peterborough, Census metropolitan area (CMA)",2024,1,1610.0,1970.0
,"Peterborough, Census metropolitan area (CMA)",2024,2,1630.0,1960.0
,"Peterborough, Census metropolitan area (CMA)",2024,3,1630.0,2000.0
,"Peterborough, Census metropolitan area (CMA)",2024,4,1590.0,1950.0
,"Peterborough, Census metropolitan area (CMA)",2025,1,1600.0,1940.0
,"Québec, Census metropolitan area (CMA)",2020,1,780.0,900.0
,"Québec, Census metropolitan area (CMA)",2020,2,830.0,940.0
,"Québec, Census metropolitan area (CMA)",2020,3,900.0,960.0
,"Québec, Census metropolitan area (CMA)",2020,4,890.0,1000.0
,"Québec, Census metropolitan area (CMA)",2021,1,840.0,980.0
,"Québec, Census metropolitan area (CMA)",2021,2,920.0,1010.0
,"Québec, Census metropolitan area (CMA)",2021,3,900.0,1060.0
,"Québec, Census metropolitan area (CMA)",2021,4,960.0,1090.0
,"Québec, Census metropolitan area (CMA)",2022,1,890.0,1010.0
,"Québec, Census metropolitan area (CMA)",2022,2,920.0,1110.0
,"Québec, Census metropolitan area (CMA)",2022,3,1000.0,1190.0
,"Québec, Census metropolitan area (CMA)",2022,4,1060.0,1250.0
,"Québec, Census metropolitan area (CMA)",2023,1,1030.0,1200.0
,"Québec, Census metropolitan area (CMA)",2023,2,1100.0,1300.0
,"Québec, Census metropolitan area (CMA)",2023,3,1200.0,1360.0
,"Québec, Census metropolitan area (CMA)",2023,4,1260.0,1470.0
,"Québec, Census metropolitan area (CMA)",2024,1,1190.0,1420.0
,"Québec, Census metropolitan area (CMA)",2024,2,1220.0,1560.0
,"Québec, Census metropolitan area (CMA)",2024,3,1220.0,1570.0
,"Québec, Census metropolitan area (CMA)",2024,4,1280.0,1530.0
,"Québec, Census metropolitan area (CMA)",2025,1,1210.0,1470.0
,"Red Deer, Census metropolitan area (CMA)",2020,1,820.0,990.0
,"Red Deer, Census metropolitan area (CMA)",2020,2,830.0,990.0
,"Red Deer, Census metropolitan area (CMA)",2020,3,860.0,1000.0
,"Red Deer, Census metropolitan area (CMA)",2020,4,860.0,990.0
,"Red Deer, Census metropolitan area (CMA)",2021,1,890.0,1010.0
,"Red Deer, Census metropolitan area (CMA)",2021,2,860.0,1020.0
,"Red Deer, Census metropolitan area (CMA)",2021,3,850.0,1050.0
,"Red Deer, Census metropolitan area (CMA)",2021,4,840.0,1060.0
,"Red Deer, Census metropolitan area (CMA)",2022,1,880.0,1060.0
,"Red Deer, Census metropolitan area (CMA)",2022,2,900.0,1120.0
,"Red Deer, Census metropolitan area (CMA)",2022,3,880.0,1100.0
,"Red Deer, Census metropolitan area (CMA)",2022,4,950.0,1150.0
,"Red Deer, Census metropolitan area (CMA)",2023,1,940.0,1160.0
,"Red Deer, Census metropolitan area (CMA)",2023,2,990.0,1220.0
,"Red Deer, Census metropolitan area (CMA)",2023,3,1030.0,1290.0
,"Red Deer, Census metropolitan area (CMA)",2023,4,1200.0,1420.0
,"Red Deer, Census metropolitan area (CMA)",2024,1,1120.0,1440.0
,"Red Deer, Census metropolitan area (CMA)",2024,2,1230.0,1440.0
,"Red Deer, Census metropolitan area (CMA)",2024,3,1180.0,1420.0
,"Red Deer, Census metropolitan area (CMA)",2024,4,1210.0,1430.0
,"Red Deer, Census metropolitan area (CMA)",2025,1,1180.0,1410.0
,"Regina, Census metropolitan area (CMA)",2020,1,930.0,1120.0
,"Regina, Census metropolitan area (CMA)",2020,2,920.0,1100.0
,"Regina, Census metropolitan area (CMA)",2020,3,930.0,1140.0
,"Regina, Census metropolitan area (CMA)",2020,4,910.0,1110.0
,"Regina, Census metropolitan area (CMA)",2021,1,930.0,1120.0
,"Regina, Census metropolitan area (CMA)",2021,2,930.0,1150.0
,"Regina, Census metropolitan area (CMA)",2021,3,930.0,1170.0
,"Regina, Census metropolitan area (CMA)",2021,4,920.0,1100.0
,"Regina, Census metropolitan area (CMA)",2022,1,940.0,1130.0
,"Regina, Census metropolitan area (CMA)",2022,2,950.0,1170.0
,"Regina, Census metropolitan area (CMA)",2022,3,970.0,1200.0
,"Regina, Census metropolitan area (CMA)",2022,4,1000.0,1170.0
,"Regina, Census metropolitan area (CMA)",2023,1,1060.0,1250.0
,"Regina, Census metropolitan area (CMA)",2023,2,1080.0,1380.0
,"Regina, Census metropolitan area (CMA)",2023,3,1080.0,1360.0
,"Regina, Census metropolitan area (CMA)",2023,4,1140.0,1340.0
,"Regina, Census metropolitan area (CMA)",2024,1,1120.0,1370.0
,"Regina, Census metropolitan area (CMA)",2024,2,1170.0,1410.0
,"Regina, Census metropolitan area (CMA)",2024,3,1220.0,1440.0
,"Regina, Census metropolitan area (CMA)",2024,4,1230.0,1440.0
,"Regina, Census metropolitan area (CMA)",2025,1,1230.0,1410.0
,"Saint John, Census metropolitan area (CMA)",2020,1,820.0,940.0
,"Saint John, Census metropolitan area (CMA)",2020,2,830.0,1000.0
,"Saint John, Census metropolitan area (CMA)",2020,3,830.0,1050.0
,"Saint John, Census metropolitan area (CMA)",2020,4,820.0,1000.0
,"Saint John, Census metropolitan area (CMA)",2021,1,860.0,1120.0
,"Saint John, Census metropolitan area (CMA)",2021,2,860.0,1110.0
,"Saint John, Census metropolitan area (CMA)",2021,3,870.0,1110.0
,"Saint John, Census metropolitan area (CMA)",2021,4,870.0,1120.0
,"Saint John, Census metropolitan area (CMA)",2022,1,910.0,1160.0
,"Saint John, Census metropolitan area (CMA)",2022,2,960.0,1110.0
,"Saint John, Census metropolitan area (CMA)",2022,3,1010.0,1230.0
,"Saint John, Census metropolitan area (CMA)",2022,4,1010.0,1260.0
,"Saint John, Census metropolitan area (CMA)",2023,1,1060.0,1300.0
,"Saint John, Census metropolitan area (CMA)",2023,2,1090.0,1320.0
,"Saint John, Census metropolitan area (CMA)",2023,3,1160.0,1400.0
,"Saint John, Census metropolitan area (CMA)",2023,4,1170.0,1450.0
,"Saint John, Census metropolitan area (CMA)",2024,1,1090.0,1520.0
,"Saint John, Census metropolitan area (CMA)",2024,2,1110.0,1430.0
,"Saint John, Census metropolitan area (CMA)",2024,3,1190.0,1590.0
,"Saint John, Census metropolitan area (CMA)",2024,4,1230.0,1550.0
,"Saint John, Census metropolitan area (CMA)",2025,1,1180.0,1520.0
,"Saskatoon, Census metropolitan area (CMA)",2020,1,950.0,1170.0
,"Saskatoon, Census metropolitan area (CMA)",2020,2,970.0,1160.0
,"Saskatoon, Census metropolitan area (CMA)",2020,3,950.0,1190.0
,"Saskatoon, Census metropolitan area (CMA)",2020,4,970.0,1180.0
,"Saskatoon, Census metropolitan area (CMA)",2021,1,1010.0,1210.0
,"Saskatoon, Census metropolitan area (CMA)",2021,2,990.0,1220.0
,"Saskatoon, Census metropolitan area (CMA)",2021,3,990.0,1210.0
,"Saskatoon, Census metropolitan area (CMA)",2021,4,990.0,1210.0
,"Saskatoon, Census metropolitan area (CMA)",2022,1,1020.0,1210.0
,"Saskatoon, Census metropolitan area (CMA)",2022,2,1000.0,1220.0
,"Saskatoon, Census metropolitan area (CMA)",2022,3,1050.0,1310.0
,"Saskatoon, Census metropolitan area (CMA)",2022,4,1070.0,1350.0
,"Saskatoon, Census metropolitan area (CMA)",2023,1,1160.0,1350.0
,"Saskatoon, Census metropolitan area (CMA)",2023,2,1150.0,1360.0
,"Saskatoon, Census metropolitan area (CMA)",2023,3,1120.0,1360.0
,"Saskatoon, Census metropolitan area (CMA)",2023,4,1150.0,1470.0
,"Saskatoon, Census metropolitan area (CMA)",2024,1,1210.0,1490.0
,"Saskatoon, Census metropolitan area (CMA)",2024,2,1230.0,1480.0
,"Saskatoon, Census metropolitan area (CMA)",2024,3,1270.0,1510.0
,"Saskatoon, Census metropolitan area (CMA)",2024,4,1280.0,1520.0
,"Saskatoon, Census metropolitan area (CMA)",2025,1,1270.0,1490.0
,"Sherbrooke, Census metropolitan area (CMA)",2020,1,580.0,680.0
,"Sherbrooke, Census metropolitan area (CMA)",2020,2,590.0,700.0
,"Sherbrooke, Census metropolitan area (CMA)",2020,3,610.0,740.0
,"Sherbrooke, Census metropolitan area (CMA)",2020,4,680.0,810.0
,"Sherbrooke, Census metropolitan area (CMA)",2021,1,670.0,790.0
,"Sherbrooke, Census metropolitan area (CMA)",2021,2,730.0,880.0
,"Sherbrooke, Census metropolitan area (CMA)",2021,3,710.0,920.0
,"Sherbrooke, Census metropolitan area (CMA)",2021,4,800.0,890.0
,"Sherbrooke, Census metropolitan area (CMA)",2022,1,780.0,980.0
,"Sherbrooke, Census metropolitan area (CMA)",2022,2,830.0,1010.0
,"Sherbrooke, Census metropolitan area (CMA)",2022,3,800.0,1060.0
,"Sherbrooke, Census metropolitan area (CMA)",2022,4,890.0,1160.0
,"Sherbrooke, Census metropolitan area (CMA)",2023,1,880.0,1090.0
,"Sherbrooke, Census metropolitan area (CMA)",2023,2,960.0,1110.0
,"Sherbrooke, Census metropolitan area (CMA)",2023,3,900.0,1180.0
,"Sherbrooke, Census metropolitan area (CMA)",2023,4,960.0,1270.0
,"Sherbrooke, Census metropolitan area (CMA)",2024,1,1020.0,1230.0
,"Sherbrooke, Census metropolitan area (CMA)",2024,2,980.0,1240.0
,"Sherbrooke, Census metropolitan area (CMA)",2024,3,1000.0,1190.0
,"Sherbrooke, Census metropolitan area (CMA)",2024,4,1000.0,1230.0
,"Sherbrooke, Census metropolitan area (CMA)",2025,1,1030.0,1250.0
,"St. Catharines - Niagara, Census metropolitan area (CMA)",2020,1,1130.0,1390.0
,"St. Catharines - Niagara, Census metropolitan area (CMA)",2020,2,1160.0,1390.0
,"St. Catharines - Niagara, Census metropolitan area (CMA)",2020,3,1180.0,1420.0
,"St. Catharines - Niagara, Census metropolitan area (CMA)",2020,4,1190.0,1430.0
,"St. Catharines - Niagara, Census metropolitan area (CMA)",2021,1,1230.0,1470.0
,"St. Catharines - Niagara, Census metropolitan area (CMA)",2021,2,1290.0,1580.0
,"St. Catharines - Niagara, Census metropolitan area (CMA)",2021,3,1340.0,1580.0
,"St. Catharines - Niagara, Census metropolitan area (CMA)",2021,4,1400.0,1640.0
,"St. Catharines - Niagara, Census metropolitan area (CMA)",2022,1,1440.0,1670.0
,"St. Catharines - Niagara, Census metropolitan area (CMA)",2022,2,1440.0,1700.0
,"St. Catharines - Niagara, Census metropolitan area (CMA)",2022,3,1490.0,1790.0
,"St. Catharines - Niagara, Census metropolitan area (CMA)",2022,4,1460.0,1740.0
,"St. Catharines - Niagara, Census metropolitan area (CMA)",2023,1,1490.0,1770.0
,"St. Catharines - Niagara, Census metropolitan area (CMA)",2023,2,1520.0,1760.0
,"St. Catharines - Niagara, Census metropolitan area (CMA)",2023,3,1520.0,1790.0
,"St. Catharines - Niagara, Census metropolitan area (CMA)",2023,4,1560.0,1850.0
,"St. Catharines - Niagara, Census metropolitan area (CMA)",2024,1,1580.0,1850.0
,"St. Catharines - Niagara, Census metropolitan area (CMA)",2024,2,1580.0,1840.0
,"St. Catharines - Niagara, Census metropolitan area (CMA)",2024,3,1580.0,1870.0
,"St. Catharines - Niagara, Census metropolitan area (CMA)",2024,4,1610.0,1870.0
,"St. Catharines - Niagara, Census metropolitan area (CMA)",2025,1,1580.0,1890.0
,"St. John's, Census metropolitan area (CMA)",2020,1,810.0,960.0
,"St. John's, Census metropolitan area (CMA)",2020,2,860.0,960.0
,"St. John's, Census metropolitan area (CMA)",2020,3,860.0,970.0
,"St. John's, Census metropolitan area (CMA)",2020,4,850.0,960.0
,"St. John's, Census metropolitan area (CMA)",2021,1,870.0,970.0
,"St. John's, Census metropolitan area (CMA)",2021,2,880.0,1020.0
,"St. John's, Census metropolitan area (CMA)",2021,3,910.0,1020.0
,"St. John's, Census metropolitan area (CMA)",2021,4,950.0,1060.0
,"St. John's, Census metropolitan area (CMA)",2022,1,940.0,1100.0
,"St. John's, Census metropolitan area (CMA)",2022,2,940.0,1090.0
,"St. John's, Census metropolitan area (CMA)",2022,3,1000.0,1160.0
,"St. John's, Census metropolitan area (CMA)",2022,4,1040.0,1210.0
,"St. John's, Census metropolitan area (CMA)",2023,1,1040.0,1270.0
,"St. John's, Census metropolitan area (CMA)",2023,2,1020.0,1180.0
,"St. John's, Census metropolitan area (CMA)",2023,3,1070.0,1370.0
,"St. John's, Census metropolitan area (CMA)",2023,4,1120.0,1590.0
,"St. John's, Census metropolitan area (CMA)",2024,1,1150.0,1600.0
,"St. John's, Census metropolitan area (CMA)",2024,2,1050.0,1580.0
,"St. John's, Census metropolitan area (CMA)",2024,3,1200.0,1690.0
,"St. John's, Census metropolitan area (CMA)",2024,4,1230.0,1740.0
,"St. John's, Census metropolitan area (CMA)",2025,1,1210.0,1630.0
,"Thunder Bay, Census metropolitan area (CMA)",2020,1,930.0,1310.0
,"Thunder Bay, Census metropolitan area (CMA)",2020,2,960.0,1350.0
,"Thunder Bay, Census metropolitan area (CMA)",2020,3,930.0,1250.0
,"Thunder Bay, Census metropolitan area (CMA)",2020,4,960.0,1240.0
,"Thunder Bay, Census metropolitan area (CMA)",2021,1,950.0,1420.0
,"Thunder Bay, Census metropolitan area (CMA)",2021,2,1070.0,1370.0
,"Thunder Bay, Census metropolitan area (CMA)",2021,3,980.0,1410.0
,"Thunder Bay, Census metropolitan area (CMA)",2021,4,1000.0,1460.0
,"Thunder Bay, Census metropolitan area (CMA)",2022,1,1090.0,1460.0
,"Thunder Bay, Census metropolitan area (CMA)",2022,2,1100.0,1530.0
,"Thunder Bay, Census metropolitan area (CMA)",2022,3,1110.0,1460.0
,"Thunder Bay, Census metropolitan area (CMA)",2022,4,1190.0,1490.0
,"Thunder Bay, Census metropolitan area (CMA)",2023,1,1130.0,1580.0
,"Thunder Bay, Census metropolitan area (CMA)",2023,2,1180.0,1590.0
,"Thunder Bay, Census metropolitan area (CMA)",2023,3,1300.0,1660.0
,"Thunder Bay, Census metropolitan area (CMA)",2023,4,1190.0,1650.0
,"Thunder Bay, Census metropolitan area (CMA)",2024,1,1320.0,1740.0
,"Thunder Bay, Census metropolitan area (CMA)",2024,2,1320.0,1710.0
,"Thunder Bay, Census metropolitan area (CMA)",2024,3,1380.0,2000.0
